    Fribourg_Switzerland
    46.82,7.16,610,+1
	m	d	h	#sunAzimuth	sunAltitude
4966	7	26	21	309.355	-7.45798
4967	7	26	22	321.752	-14.6476
4968	7	26	23	335.453	-20.0008
4969	7	27	0	350.258	-23.247
4970	7	27	1	5.67471	-23.6121
4971	7	27	2	20.7715	-21.2595
4972	7	27	3	34.8423	-16.4649
4973	7	27	4	47.6028	-9.69759
4974	7	27	5	59.1656	-1.4604
4975	7	27	6	69.8846	7.79995
4976	7	27	7	80.2488	17.7082
4977	7	27	8	90.878	27.9302
4978	7	27	9	102.627	38.1123
4979	7	27	10	116.82	47.7701
4980	7	27	11	135.535	56.0725
4981	7	27	12	160.97	61.5209
4982	7	27	13	191.213	62.2316
4983	7	27	14	218.427	57.8746
4984	7	27	15	238.764	50.1499
4985	7	27	16	253.919	40.7487
4986	7	27	17	266.16	30.6492
4987	7	27	18	276.989	20.4005
4988	7	27	19	287.357	10.3771
4989	7	27	20	297.929	0.910976
4990	7	27	21	309.227	-7.63778
4991	7	27	22	321.647	-14.8423
4992	7	27	23	335.379	-20.2092
4993	7	28	0	350.226	-23.4703
4994	7	28	1	5.6911	-23.8368
4995	7	28	2	20.8326	-21.4773
4996	7	28	3	34.9386	-16.6702
4997	7	28	4	47.7243	-9.88824
4998	7	28	5	59.3051	-1.63717
4999	7	28	6	70.0385	7.63439
5000	7	28	7	80.4168	17.5499
5001	7	28	8	91.0618	27.7744
5002	7	28	9	102.829	37.9524
5003	7	28	10	117.035	47.5976
5004	7	28	11	135.737	55.8779
5005	7	28	12	161.079	61.3019
5006	7	28	13	191.143	62.0089
5007	7	28	14	218.235	57.6741
5008	7	28	15	238.545	49.9738
5009	7	28	16	253.711	40.5879
5010	7	28	17	265.97	30.4947
5011	7	28	18	276.816	20.2451
5012	7	28	19	287.197	10.2155
5013	7	28	20	297.784	0.73895
5014	7	28	21	309.099	-7.8233
5015	7	28	22	321.541	-15.0428
5016	7	28	23	335.305	-20.4235
5017	7	29	0	350.197	-23.6991
5018	7	29	1	5.71066	-24.0665
5019	7	29	2	20.8979	-21.6996
5020	7	29	3	35.0398	-16.8793
5021	7	29	4	47.851	-10.082
5022	7	29	5	59.4497	-1.81655
5023	7	29	6	70.1978	7.46656
5024	7	29	7	80.5903	17.3896
5025	7	29	8	91.2512	27.6164
5026	7	29	9	103.036	37.7901
5027	7	29	10	117.257	47.4223
5028	7	29	11	135.946	55.6796
5029	7	29	12	161.193	61.0782
5030	7	29	13	191.078	61.7805
5031	7	29	14	218.045	57.4674
5032	7	29	15	238.326	49.7917
5033	7	29	16	253.502	40.4213
5034	7	29	17	265.778	30.3344
5035	7	29	18	276.64	20.0841
5036	7	29	19	287.036	10.0483
5037	7	29	20	297.637	0.561307
5038	7	29	21	308.969	-8.01452
5039	7	29	22	321.434	-15.249
5040	7	29	23	335.232	-20.6434
5041	7	30	0	350.169	-23.9334
5042	7	30	1	5.73343	-24.3012
5043	7	30	2	20.9673	-21.9262
5044	7	30	3	35.1458	-17.092
5045	7	30	4	47.9827	-10.2788
5046	7	30	5	59.5996	-1.99845
5047	7	30	6	70.3623	7.29655
5048	7	30	7	80.7692	17.2273
5049	7	30	8	91.4463	27.4564
5050	7	30	9	103.249	37.6255
5051	7	30	10	117.484	47.2441
5052	7	30	11	136.161	55.4777
5053	7	30	12	161.314	60.8499
5054	7	30	13	191.017	61.5467
5055	7	30	14	217.857	57.2547
5056	7	30	15	238.107	49.6036
5057	7	30	16	253.291	40.2489
5058	7	30	17	265.585	30.1685
5059	7	30	18	276.463	19.9175
5060	7	30	19	286.873	9.87558
5061	7	30	20	297.489	0.378094
5062	7	30	21	308.838	-8.21139
5063	7	30	22	321.327	-15.4609
5064	7	30	23	335.16	-20.8691
5065	7	31	0	350.143	-24.1731
5066	7	31	1	5.7594	-24.5409
5067	7	31	2	21.0411	-22.1571
5068	7	31	3	35.2567	-17.3083
5069	7	31	4	48.1194	-10.4785
5070	7	31	5	59.7547	-2.18279
5071	7	31	6	70.532	7.12442
5072	7	31	7	80.9534	17.0629
5073	7	31	8	91.6468	27.2943
5074	7	31	9	103.468	37.4586
5075	7	31	10	117.718	47.0631
5076	7	31	11	136.382	55.2722
5077	7	31	12	161.44	60.6171
5078	7	31	13	190.961	61.3074
5079	7	31	14	217.671	57.0361
5080	7	31	15	237.887	49.4095
5081	7	31	16	253.079	40.0707
5082	7	31	17	265.389	29.9969
5083	7	31	18	276.284	19.7454
5084	7	31	19	286.709	9.69735
5085	7	31	20	297.34	0.189351
5086	7	31	21	308.706	-8.41382
5087	7	31	22	321.22	-15.6785
5088	7	31	23	335.088	-21.1003
5089	8	1	0	350.119	-24.418
5090	8	1	1	5.78851	-24.7854
5091	8	1	2	21.1191	-22.3922
5092	8	1	3	35.3723	-17.5281
5093	8	1	4	48.2614	-10.681
5094	8	1	5	59.9149	-2.36948
5095	8	1	6	70.707	6.95024
5096	8	1	7	81.1429	16.8967
5097	8	1	8	91.8528	27.1303
5098	8	1	9	103.693	37.2894
5099	8	1	10	117.957	46.8794
5100	8	1	11	136.609	55.0632
5101	8	1	12	161.571	60.3798
5102	8	1	13	190.909	61.0627
5103	8	1	14	217.488	56.8115
5104	8	1	15	237.668	49.2094
5105	8	1	16	252.866	39.8867
5106	8	1	17	265.193	29.8198
5107	8	1	18	276.103	19.5678
5108	8	1	19	286.543	9.51368
5109	8	1	20	297.189	-0.00485891
5110	8	1	21	308.573	-8.62181
5111	8	1	22	321.113	-15.9016
5112	8	1	23	335.016	-21.3371
5113	8	2	0	350.098	-24.6682
5114	8	2	1	5.82101	-25.0346
5115	8	2	2	21.2014	-22.6314
5116	8	2	3	35.4929	-17.7512
5117	8	2	4	48.4083	-10.8863
5118	8	2	5	60.0802	-2.55843
5119	8	2	6	70.8871	6.7741
5120	8	2	7	81.3376	16.7286
5121	8	2	8	92.0643	26.9643
5122	8	2	9	103.923	37.1181
5123	8	2	10	118.203	46.693
5124	8	2	11	136.842	54.8508
5125	8	2	12	161.708	60.1382
5126	8	2	13	190.862	60.8128
5127	8	2	14	217.306	56.5811
5128	8	2	15	237.449	49.0035
5129	8	2	16	252.652	39.6969
5130	8	2	17	264.994	29.637
5131	8	2	18	275.921	19.3848
5132	8	2	19	286.376	9.32457
5133	8	2	20	297.037	-0.204529
5134	8	2	21	308.44	-8.83528
5135	8	2	22	321.005	-16.1303
5136	8	2	23	334.946	-21.5794
5137	8	3	0	350.078	-24.9236
5138	8	3	1	5.85696	-25.2885
5139	8	3	2	21.2881	-22.8745
5140	8	3	3	35.6184	-17.9776
5141	8	3	4	48.5604	-11.0942
5142	8	3	5	60.2506	-2.74959
5143	8	3	6	71.0722	6.59605
5144	8	3	7	81.5374	16.5587
5145	8	3	8	92.2809	26.7965
5146	8	3	9	104.159	36.9446
5147	8	3	10	118.454	46.5038
5148	8	3	11	137.08	54.6348
5149	8	3	12	161.85	59.8922
5150	8	3	13	190.819	60.5577
5151	8	3	14	217.128	56.345
5152	8	3	15	237.23	48.7917
5153	8	3	16	252.438	39.5015
5154	8	3	17	264.795	29.4488
5155	8	3	18	275.737	19.1963
5156	8	3	19	286.207	9.13009
5157	8	3	20	296.883	-0.409566
5158	8	3	21	308.306	-9.05417
5159	8	3	22	320.897	-16.3644
5160	8	3	23	334.876	-21.827
5161	8	4	0	350.06	-25.184
5162	8	4	1	5.89624	-25.547
5163	8	4	2	21.3792	-23.1216
5164	8	4	3	35.7488	-18.2072
5165	8	4	4	48.7175	-11.3047
5166	8	4	5	60.4261	-2.94283
5167	8	4	6	71.2624	6.41618
5168	8	4	7	81.7424	16.3871
5169	8	4	8	92.5029	26.6269
5170	8	4	9	104.4	36.769
5171	8	4	10	118.71	46.3121
5172	8	4	11	137.323	54.4155
5173	8	4	12	161.997	59.642
5174	8	4	13	190.781	60.2974
5175	8	4	14	216.952	56.1031
5176	8	4	15	237.012	48.5741
5177	8	4	16	252.223	39.3004
5178	8	4	17	264.595	29.2551
5179	8	4	18	275.552	19.0025
5180	8	4	19	286.037	8.93031
5181	8	4	20	296.729	-0.619921
5182	8	4	21	308.17	-9.27841
5183	8	4	22	320.789	-16.6039
5184	8	4	23	334.807	-22.08
5185	8	5	0	350.045	-25.4494
5186	8	5	1	5.9389	-25.8099
5187	8	5	2	21.4747	-23.3725
5188	8	5	3	35.8841	-18.4398
5189	8	5	4	48.8797	-11.5177
5190	8	5	5	60.6067	-3.13813
5191	8	5	6	71.4576	6.23454
5192	8	5	7	81.9523	16.2138
5193	8	5	8	92.7299	26.4554
5194	8	5	9	104.646	36.5914
5195	8	5	10	118.972	46.1177
5196	8	5	11	137.572	54.1929
5197	8	5	12	162.148	59.3877
5198	8	5	13	190.747	60.0322
5199	8	5	14	216.778	55.8556
5200	8	5	15	236.795	48.3508
5201	8	5	16	252.007	39.0937
5202	8	5	17	264.393	29.0559
5203	8	5	18	275.367	18.8033
5204	8	5	19	285.866	8.72522
5205	8	5	20	296.574	-0.835571
5206	8	5	21	308.035	-9.50797
5207	8	5	22	320.681	-16.8488
5208	8	5	23	334.739	-22.3382
5209	8	6	0	350.031	-25.7197
5210	8	6	1	5.98508	-26.0773
5211	8	6	2	21.5746	-23.6271
5212	8	6	3	36.0243	-18.6755
5213	8	6	4	49.0469	-11.7331
5214	8	6	5	60.7922	-3.33535
5215	8	6	6	71.6578	6.05122
5216	8	6	7	82.1672	16.0389
5217	8	6	8	92.962	26.2823
5218	8	6	9	104.898	36.4116
5219	8	6	10	119.239	45.9207
5220	8	6	11	137.826	53.9669
5221	8	6	12	162.305	59.1292
5222	8	6	13	190.718	59.762
5223	8	6	14	216.608	55.6026
5224	8	6	15	236.578	48.1218
5225	8	6	16	251.791	38.8814
5226	8	6	17	264.191	28.8513
5227	8	6	18	275.179	18.5988
5228	8	6	19	285.694	8.51492
5229	8	6	20	296.417	-1.05642
5230	8	6	21	307.898	-9.74275
5231	8	6	22	320.573	-17.0988
5232	8	6	23	334.672	-22.6015
5233	8	7	0	350.02	-25.9948
5234	8	7	1	6.03482	-26.349
5235	8	7	2	21.679	-23.8853
5236	8	7	3	36.1695	-18.9141
5237	8	7	4	49.2192	-11.9508
5238	8	7	5	60.9827	-3.53446
5239	8	7	6	71.8629	5.86627
5240	8	7	7	82.387	15.8625
5241	8	7	8	93.199	26.1075
5242	8	7	9	105.155	36.2299
5243	8	7	10	119.512	45.7213
5244	8	7	11	138.084	53.7377
5245	8	7	12	162.466	58.8666
5246	8	7	13	190.693	59.487
5247	8	7	14	216.441	55.3442
5248	8	7	15	236.363	47.8872
5249	8	7	16	251.575	38.6637
5250	8	7	17	263.988	28.6413
5251	8	7	18	274.991	18.3892
5252	8	7	19	285.521	8.29945
5253	8	7	20	296.26	-1.28243
5254	8	7	21	307.761	-9.98271
5255	8	7	22	320.465	-17.3541
5256	8	7	23	334.606	-22.87
5257	8	8	0	350.011	-26.2747
5258	8	8	1	6.08798	-26.6249
5259	8	8	2	21.7878	-24.147
5260	8	8	3	36.3195	-19.1555
5261	8	8	4	49.3964	-12.1707
5262	8	8	5	61.1781	-3.73535
5263	8	8	6	72.0727	5.67976
5264	8	8	7	82.6116	15.6845
5265	8	8	8	93.4409	25.931
5266	8	8	9	105.416	36.0462
5267	8	8	10	119.789	45.5192
5268	8	8	11	138.347	53.5052
5269	8	8	12	162.631	58.6001
5270	8	8	13	190.673	59.2072
5271	8	8	14	216.276	55.0804
5272	8	8	15	236.149	47.6471
5273	8	8	16	251.359	38.4404
5274	8	8	17	263.784	28.4261
5275	8	8	18	274.802	18.1743
5276	8	8	19	285.347	8.07889
5277	8	8	20	296.102	-1.51352
5278	8	8	21	307.624	-10.2278
5279	8	8	22	320.357	-17.6144
5280	8	8	23	334.541	-23.1435
5281	8	9	0	350.005	-26.5592
5282	8	9	1	6.14484	-26.9049
5283	8	9	2	21.9012	-24.4122
5284	8	9	3	36.4745	-19.3996
5285	8	9	4	49.5786	-12.3927
5286	8	9	5	61.3784	-3.93797
5287	8	9	6	72.2874	5.49175
5288	8	9	7	82.841	15.5051
5289	8	9	8	93.6876	25.753
5290	8	9	9	105.683	35.8606
5291	8	9	10	120.071	45.3148
5292	8	9	11	138.615	53.2696
5293	8	9	12	162.8	58.3296
5294	8	9	13	190.656	58.9227
5295	8	9	14	216.115	54.8113
5296	8	9	15	235.936	47.4015
5297	8	9	16	251.143	38.2119
5298	8	9	17	263.579	28.2056
5299	8	9	18	274.612	17.9543
5300	8	9	19	285.172	7.85326
5301	8	9	20	295.943	-1.74962
5302	8	9	21	307.486	-10.4778
5303	8	9	22	320.249	-17.8798
5304	8	9	23	334.476	-23.4219
5305	8	10	0	350	-26.8483
5306	8	10	1	6.2052	-27.189
5307	8	10	2	22.019	-24.6807
5308	8	10	3	36.6344	-19.6463
5309	8	10	4	49.7658	-12.6167
5310	8	10	5	61.5835	-4.14222
5311	8	10	6	72.5068	5.30231
5312	8	10	7	83.075	15.3243
5313	8	10	8	93.939	25.5734
5314	8	10	9	105.954	35.6731
5315	8	10	10	120.357	45.1078
5316	8	10	11	138.887	53.0308
5317	8	10	12	162.974	58.0553
5318	8	10	13	190.645	58.6337
5319	8	10	14	215.957	54.537
5320	8	10	15	235.724	47.1505
5321	8	10	16	250.927	37.9779
5322	8	10	17	263.374	27.9799
5323	8	10	18	274.422	17.7292
5324	8	10	19	284.996	7.62267
5325	8	10	20	295.783	-1.99068
5326	8	10	21	307.347	-10.7329
5327	8	10	22	320.142	-18.1501
5328	8	10	23	334.413	-23.7051
5329	8	11	0	349.998	-27.1419
5330	8	11	1	6.26917	-27.477
5331	8	11	2	22.1414	-24.9524
5332	8	11	3	36.7992	-19.8956
5333	8	11	4	49.9579	-12.8427
5334	8	11	5	61.7934	-4.34806
5335	8	11	6	72.7308	5.11148
5336	8	11	7	83.3136	15.1421
5337	8	11	8	94.1949	25.3922
5338	8	11	9	106.23	35.4837
5339	8	11	10	120.648	44.8985
5340	8	11	11	139.163	52.789
5341	8	11	12	163.151	57.7772
5342	8	11	13	190.637	58.3401
5343	8	11	14	215.802	54.2576
5344	8	11	15	235.514	46.8942
5345	8	11	16	250.712	37.7387
5346	8	11	17	263.169	27.7491
5347	8	11	18	274.23	17.4992
5348	8	11	19	284.819	7.38714
5349	8	11	20	295.623	-2.23664
5350	8	11	21	307.208	-10.9928
5351	8	11	22	320.034	-18.4252
5352	8	11	23	334.351	-23.9932
5353	8	12	0	349.999	-27.4398
5354	8	12	1	6.33685	-27.7689
5355	8	12	2	22.2684	-25.2273
5356	8	12	3	36.9689	-20.1473
5357	8	12	4	50.1548	-13.0706
5358	8	12	5	62.0081	-4.55539
5359	8	12	6	72.9594	4.91935
5360	8	12	7	83.5566	14.9585
5361	8	12	8	94.4553	25.2096
5362	8	12	9	106.51	35.2924
5363	8	12	10	120.944	44.6867
5364	8	12	11	139.442	52.544
5365	8	12	12	163.332	57.4954
5366	8	12	13	190.633	58.0422
5367	8	12	14	215.65	53.9732
5368	8	12	15	235.306	46.6327
5369	8	12	16	250.496	37.4944
5370	8	12	17	262.964	27.5133
5371	8	12	18	274.038	17.2642
5372	8	12	19	284.641	7.14677
5373	8	12	20	295.462	-2.48738
5374	8	12	21	307.069	-11.2575
5375	8	12	22	319.926	-18.7052
5376	8	12	23	334.29	-24.2858
5377	8	13	0	350.001	-27.7421
5378	8	13	1	6.40811	-28.0645
5379	8	13	2	22.3999	-25.5053
5380	8	13	3	37.1435	-20.4014
5381	8	13	4	50.3567	-13.3003
5382	8	13	5	62.2274	-4.76417
5383	8	13	6	73.1925	4.72594
5384	8	13	7	83.8041	14.7737
5385	8	13	8	94.7201	25.0255
5386	8	13	9	106.794	35.0993
5387	8	13	10	121.243	44.4726
5388	8	13	11	139.726	52.296
5389	8	13	12	163.516	57.2099
5390	8	13	13	190.633	57.7399
5391	8	13	14	215.502	53.6839
5392	8	13	15	235.099	46.366
5393	8	13	16	250.282	37.2449
5394	8	13	17	262.758	27.2725
5395	8	13	18	273.846	17.0244
5396	8	13	19	284.463	6.90165
5397	8	13	20	295.3	-2.74283
5398	8	13	21	306.929	-11.5269
5399	8	13	22	319.819	-18.9898
5400	8	13	23	334.23	-24.5831
5401	8	14	0	350.006	-28.0486
5402	8	14	1	6.48309	-28.3638
5403	8	14	2	22.5359	-25.7862
5404	8	14	3	37.3229	-20.6577
5405	8	14	4	50.5633	-13.5317
5406	8	14	5	62.4513	-4.9743
5407	8	14	6	73.4301	4.53132
5408	8	14	7	84.056	14.5877
5409	8	14	8	94.9891	24.84
5410	8	14	9	107.083	34.9044
5411	8	14	10	121.547	44.2561
5412	8	14	11	140.013	52.0451
5413	8	14	12	163.703	56.9209
5414	8	14	13	190.637	57.4334
5415	8	14	14	215.357	53.3898
5416	8	14	15	234.894	46.0942
5417	8	14	16	250.067	36.9904
5418	8	14	17	262.552	27.0267
5419	8	14	18	273.653	16.7797
5420	8	14	19	284.284	6.65181
5421	8	14	20	295.138	-3.00296
5422	8	14	21	306.789	-11.8009
5423	8	14	22	319.711	-19.279
5424	8	14	23	334.171	-24.8849
5425	8	15	0	350.014	-28.3592
5426	8	15	1	6.56174	-28.6667
5427	8	15	2	22.6765	-26.0699
5428	8	15	3	37.5072	-20.9162
5429	8	15	4	50.7747	-13.7648
5430	8	15	5	62.6798	-5.18573
5431	8	15	6	73.672	4.33555
5432	8	15	7	84.312	14.4005
5433	8	15	8	95.2623	24.653
5434	8	15	9	107.376	34.7077
5435	8	15	10	121.854	44.0373
5436	8	15	11	140.303	51.7912
5437	8	15	12	163.894	56.6282
5438	8	15	13	190.644	57.1228
5439	8	15	14	215.215	53.0909
5440	8	15	15	234.691	45.8175
5441	8	15	16	249.854	36.7309
5442	8	15	17	262.346	26.7762
5443	8	15	18	273.459	16.5304
5444	8	15	19	284.105	6.39737
5445	8	15	20	294.975	-3.26764
5446	8	15	21	306.648	-12.0795
5447	8	15	22	319.604	-19.5728
5448	8	15	23	334.113	-25.1912
5449	8	16	0	350.023	-28.6738
5450	8	16	1	6.6441	-28.9731
5451	8	16	2	22.8217	-26.3565
5452	8	16	3	37.6964	-21.1768
5453	8	16	4	50.9908	-13.9994
5454	8	16	5	62.9128	-5.3984
5455	8	16	6	73.9183	4.13867
5456	8	16	7	84.5722	14.2121
5457	8	16	8	95.5396	24.4647
5458	8	16	9	107.673	34.5093
5459	8	16	10	122.165	43.8162
5460	8	16	11	140.596	51.5343
5461	8	16	12	164.087	56.3322
5462	8	16	13	190.655	56.8081
5463	8	16	14	215.077	52.7875
5464	8	16	15	234.49	45.5359
5465	8	16	16	249.641	36.4666
5466	8	16	17	262.14	26.5209
5467	8	16	18	273.266	16.2765
5468	8	16	19	283.925	6.1384
5469	8	16	20	294.811	-3.5368
5470	8	16	21	306.507	-12.3625
5471	8	16	22	319.497	-19.871
5472	8	16	23	334.056	-25.5017
5473	8	17	0	350.036	-28.9924
5474	8	17	1	6.73016	-29.2828
5475	8	17	2	22.9714	-26.6457
5476	8	17	3	37.8903	-21.4394
5477	8	17	4	51.2117	-14.2354
5478	8	17	5	63.1503	-5.61225
5479	8	17	6	74.1687	3.94073
5480	8	17	7	84.8365	14.0226
5481	8	17	8	95.8208	24.2751
5482	8	17	9	107.974	34.3091
5483	8	17	10	122.48	43.5928
5484	8	17	11	140.893	51.2746
5485	8	17	12	164.283	56.0327
5486	8	17	13	190.67	56.4895
5487	8	17	14	214.941	52.4795
5488	8	17	15	234.29	45.2495
5489	8	17	16	249.429	36.1975
5490	8	17	17	261.934	26.2609
5491	8	17	18	273.071	16.018
5492	8	17	19	283.745	5.87498
5493	8	17	20	294.647	-3.81034
5494	8	17	21	306.366	-12.6499
5495	8	17	22	319.39	-20.1735
5496	8	17	23	334.001	-25.8165
5497	8	18	0	350.05	-29.3148
5498	8	18	1	6.82004	-29.5958
5499	8	18	2	23.1256	-26.9375
5500	8	18	3	38.0891	-21.7038
5501	8	18	4	51.4371	-14.4729
5502	8	18	5	63.3921	-5.8272
5503	8	18	6	74.4233	3.74178
5504	8	18	7	85.1048	13.8321
5505	8	18	8	96.1059	24.0841
5506	8	18	9	108.278	34.1072
5507	8	18	10	122.798	43.3671
5508	8	18	11	141.191	51.012
5509	8	18	12	164.481	55.7298
5510	8	18	13	190.688	56.1669
5511	8	18	14	214.809	52.1671
5512	8	18	15	234.093	44.9584
5513	8	18	16	249.218	35.9237
5514	8	18	17	261.729	25.9963
5515	8	18	18	272.877	15.755
5516	8	18	19	283.564	5.60719
5517	8	18	20	294.483	-4.0882
5518	8	18	21	306.225	-12.9416
5519	8	18	22	319.284	-20.4803
5520	8	18	23	333.946	-26.1354
5521	8	19	0	350.067	-29.6409
5522	8	19	1	6.91351	-29.9121
5523	8	19	2	23.2844	-27.2318
5524	8	19	3	38.2925	-21.9702
5525	8	19	4	51.6671	-14.7118
5526	8	19	5	63.6383	-6.04322
5527	8	19	6	74.6819	3.54186
5528	8	19	7	85.3769	13.6404
5529	8	19	8	96.3947	23.8918
5530	8	19	9	108.586	33.9035
5531	8	19	10	123.119	43.1392
5532	8	19	11	141.493	50.7467
5533	8	19	12	164.682	55.4237
5534	8	19	13	190.709	55.8407
5535	8	19	14	214.681	51.8503
5536	8	19	15	233.898	44.6628
5537	8	19	16	249.008	35.6453
5538	8	19	17	261.523	25.7272
5539	8	19	18	272.682	15.4877
5540	8	19	19	283.382	5.33513
5541	8	19	20	294.318	-4.37027
5542	8	19	21	306.083	-13.2375
5543	8	19	22	319.177	-20.7913
5544	8	19	23	333.893	-26.4583
5545	8	20	0	350.087	-29.9707
5546	8	20	1	7.01077	-30.2314
5547	8	20	2	23.4478	-27.5285
5548	8	20	3	38.5007	-22.2382
5549	8	20	4	51.9017	-14.9518
5550	8	20	5	63.8886	-6.26023
5551	8	20	6	74.9445	3.34101
5552	8	20	7	85.6528	13.4478
5553	8	20	8	96.6871	23.6982
5554	8	20	9	108.897	33.6982
5555	8	20	10	123.443	42.9091
5556	8	20	11	141.797	50.4785
5557	8	20	12	164.885	55.1144
5558	8	20	13	190.733	55.5107
5559	8	20	14	214.555	51.5294
5560	8	20	15	233.705	44.3626
5561	8	20	16	248.798	35.3624
5562	8	20	17	261.318	25.4538
5563	8	20	18	272.488	15.2161
5564	8	20	19	283.201	5.0589
5565	8	20	20	294.153	-4.65644
5566	8	20	21	305.941	-13.5374
5567	8	20	22	319.071	-21.1063
5568	8	20	23	333.841	-26.7853
5569	8	21	0	350.109	-30.3041
5570	8	21	1	7.11163	-30.5538
5571	8	21	2	23.6156	-27.8275
5572	8	21	3	38.7135	-22.5079
5573	8	21	4	52.1407	-15.1931
5574	8	21	5	64.1432	-6.47819
5575	8	21	6	75.2111	3.13926
5576	8	21	7	85.9323	13.2541
5577	8	21	8	96.983	23.5034
5578	8	21	9	109.212	33.4912
5579	8	21	10	123.769	42.6767
5580	8	21	11	142.103	50.2076
5581	8	21	12	165.09	54.8019
5582	8	21	13	190.76	55.1772
5583	8	21	14	214.433	51.2044
5584	8	21	15	233.514	44.058
5585	8	21	16	248.59	35.075
5586	8	21	17	261.113	25.176
5587	8	21	18	272.293	14.9403
5588	8	21	19	283.018	4.77857
5589	8	21	20	293.987	-4.94664
5590	8	21	21	305.799	-13.8413
5591	8	21	22	318.965	-21.4252
5592	8	21	23	333.789	-27.116
5593	8	22	0	350.133	-30.6409
5594	8	22	1	7.21634	-30.879
5595	8	22	2	23.7879	-28.1287
5596	8	22	3	38.931	-22.7792
5597	8	22	4	52.3842	-15.4356
5598	8	22	5	64.4018	-6.69704
5599	8	22	6	75.4813	2.93667
5600	8	22	7	86.2155	13.0595
5601	8	22	8	97.2823	23.3073
5602	8	22	9	109.529	33.2826
5603	8	22	10	124.099	42.4422
5604	8	22	11	142.41	49.9341
5605	8	22	12	165.297	54.4864
5606	8	22	13	190.79	54.8401
5607	8	22	14	214.313	50.8753
5608	8	22	15	233.325	43.7492
5609	8	22	16	248.383	34.7834
5610	8	22	17	260.908	24.894
5611	8	22	18	272.098	14.6604
5612	8	22	19	282.836	4.49427
5613	8	22	20	293.821	-5.24075
5614	8	22	21	305.656	-14.1492
5615	8	22	22	318.859	-21.748
5616	8	22	23	333.739	-27.4506
5617	8	23	0	350.159	-30.9811
5618	8	23	1	7.32468	-31.2071
5619	8	23	2	23.9647	-28.432
5620	8	23	3	39.1531	-23.052
5621	8	23	4	52.632	-15.679
5622	8	23	5	64.6644	-6.91674
5623	8	23	6	75.7553	2.73326
5624	8	23	7	86.502	12.8639
5625	8	23	8	97.5849	23.11
5626	8	23	9	109.85	33.0722
5627	8	23	10	124.431	42.2055
5628	8	23	11	142.72	49.6578
5629	8	23	12	165.505	54.1678
5630	8	23	13	190.823	54.4997
5631	8	23	14	214.197	50.5424
5632	8	23	15	233.139	43.4362
5633	8	23	16	248.177	34.4875
5634	8	23	17	260.704	24.6079
5635	8	23	18	271.903	14.3765
5636	8	23	19	282.653	4.20606
5637	8	23	20	293.654	-5.5387
5638	8	23	21	305.513	-14.4608
5639	8	23	22	318.754	-22.0746
5640	8	23	23	333.69	-27.7887
5641	8	24	0	350.188	-31.3246
5642	8	24	1	7.43671	-31.538
5643	8	24	2	24.1459	-28.7374
5644	8	24	3	39.3797	-23.3263
5645	8	24	4	52.884	-15.9235
5646	8	24	5	64.9309	-7.13724
5647	8	24	6	76.0329	2.52907
5648	8	24	7	86.792	12.6673
5649	8	24	8	97.8906	22.9114
5650	8	24	9	110.173	32.8603
5651	8	24	10	124.765	41.9667
5652	8	24	11	143.031	49.3789
5653	8	24	12	165.715	53.8462
5654	8	24	13	190.858	54.1559
5655	8	24	14	214.084	50.2057
5656	8	24	15	232.954	43.1191
5657	8	24	16	247.972	34.1876
5658	8	24	17	260.5	24.3178
5659	8	24	18	271.707	14.0887
5660	8	24	19	282.47	3.91407
5661	8	24	20	293.487	-5.84036
5662	8	24	21	305.37	-14.7761
5663	8	24	22	318.648	-22.4048
5664	8	24	23	333.642	-28.1305
5665	8	25	0	350.22	-31.6713
5666	8	25	1	7.55234	-31.8714
5667	8	25	2	24.3315	-29.0448
5668	8	25	3	39.6108	-23.6018
5669	8	25	4	53.1403	-16.1689
5670	8	25	5	65.2013	-7.35848
5671	8	25	6	76.314	2.32413
5672	8	25	7	87.0852	12.4699
5673	8	25	8	98.1993	22.7116
5674	8	25	9	110.5	32.6467
5675	8	25	10	125.101	41.7257
5676	8	25	11	143.344	49.0974
5677	8	25	12	165.926	53.5218
5678	8	25	13	190.896	53.809
5679	8	25	14	213.973	49.8653
5680	8	25	15	232.772	42.798
5681	8	25	16	247.768	33.8837
5682	8	25	17	260.297	24.0237
5683	8	25	18	271.512	13.7972
5684	8	25	19	282.287	3.61843
5685	8	25	20	293.32	-6.1456
5686	8	25	21	305.226	-15.0949
5687	8	25	22	318.543	-22.7386
5688	8	25	23	333.595	-28.4757
5689	8	26	0	350.253	-32.021
5690	8	26	1	7.67175	-32.2074
5691	8	26	2	24.5215	-29.354
5692	8	26	3	39.8464	-23.8787
5693	8	26	4	53.4007	-16.4152
5694	8	26	5	65.4754	-7.58043
5695	8	26	6	76.5986	2.11846
5696	8	26	7	87.3816	12.2716
5697	8	26	8	98.5109	22.5107
5698	8	26	9	110.828	32.4314
5699	8	26	10	125.44	41.4826
5700	8	26	11	143.657	48.8134
5701	8	26	12	166.138	53.1945
5702	8	26	13	190.936	53.4589
5703	8	26	14	213.866	49.5214
5704	8	26	15	232.591	42.4732
5705	8	26	16	247.566	33.5758
5706	8	26	17	260.094	23.7259
5707	8	26	18	271.317	13.5019
5708	8	26	19	282.103	3.31919
5709	8	26	20	293.152	-6.45437
5710	8	26	21	305.083	-15.4172
5711	8	26	22	318.437	-23.0758
5712	8	26	23	333.549	-28.8243
5713	8	27	0	350.289	-32.3737
